kind,record_id,repo_id,status,usable,labeled_focal_method,labeled_focal_signature,top1_pred_name,top1_pred_signature,top1_score,top1_identifier_correct,top3_identifier_correct,top1_signature_correct,top3_signature_correct,top1_primary_correct,top3_primary_correct,ground_truth_rank_identifier,failure_mode,mapping_output_path,n_records,n_signature_records,top1_identifier_accuracy,top3_identifier_accuracy,top1_signature_accuracy,top3_signature_accuracy,top1_primary_accuracy,top3_primary_accuracy
record,c2t_764760f0b6411bddbdc4,42949039,error,True,updateBusinessObjectDataParents,"@RequestMapping(value = ""/businessObjectDataParents/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/businessObjectFormatUsages/{businessObjectFormatUsage}/businessObjectFormatFileTypes/{businessObjectFormatFileType}"" + ""/businessObjectFormatVersions/{businessObjectFormatVersion}/partitionValues/{partitionValue}"" + ""/businessObjectDataVersions/{businessObjectDataVersion}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DATA_PARENTS_PUT) public BusinessObjectData updateBusinessObjectDataParents(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType,
        @PathVariable(""businessObjectFormatVersion"") Integer businessObjectFormatVersion, @PathVariable(""partitionValue"") String partitionValue,
        @PathVariable(""businessObjectDataVersion"") Integer businessObjectDataVersion,
        @RequestParam(value = ""subPartitionValues"", required = false) String subPartitionValues, @RequestBody BusinessObjectDataParentsUpdateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4f62924b785f7f7410e6,42949039,error,True,updateBusinessObjectDataRetentionInformation,"@RequestMapping( value = ""/businessObjectDataRetentionInformation/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/businessObjectFormatUsages/{businessObjectFormatUsage}/businessObjectFormatFileTypes/{businessObjectFormatFileType}"" + ""/businessObjectFormatVersions/{businessObjectFormatVersion}/partitionValues/{partitionValue}"" + ""/businessObjectDataVersions/{businessObjectDataVersion}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DATA_RETENTION_INFORMATION_PUT) public BusinessObjectData updateBusinessObjectDataRetentionInformation(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType,
        @PathVariable(""businessObjectFormatVersion"") Integer businessObjectFormatVersion, @PathVariable(""partitionValue"") String partitionValue,
        @PathVariable(""businessObjectDataVersion"") Integer businessObjectDataVersion,
        @RequestParam(value = ""subPartitionValues"", required = false) String subPartitionValues,
        @RequestBody BusinessObjectDataRetentionInformationUpdateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e3ff8bbf8dac94f98834,42949039,error,True,extendUploadSingleCredentials,"@RequestMapping(value = ""/upload/single/credential/extension/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/businessObjectFormatUsages/{businessObjectFormatUsage}/businessObjectFormatFileTypes/{businessObjectFormatFileType}"" + ""/businessObjectFormatVersions/{businessObjectFormatVersion}/partitionValues/{partitionValue}"" + ""/businessObjectDataVersions/{businessObjectDataVersion}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_UPLOAD_EXTEND_CREDENTIALS_GET) public UploadSingleCredentialExtensionResponse extendUploadSingleCredentials(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType,
        @PathVariable(""businessObjectFormatVersion"") Integer businessObjectFormatVersion, @PathVariable(""partitionValue"") String partitionValue,
        @PathVariable(""businessObjectDataVersion"") Integer businessObjectDataVersion)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b50dfeb6aa0899948a7e,42949039,error,True,initiateDownloadSingle,"@RequestMapping(value = ""/download/single/initiation/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/businessObjectFormatUsages/{businessObjectFormatUsage}/businessObjectFormatFileTypes/{businessObjectFormatFileType}"" + ""/businessObjectFormatVersions/{businessObjectFormatVersion}/partitionValues/{partitionValue}"" + ""/businessObjectDataVersions/{businessObjectDataVersion}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_DOWNLOAD_GET) public DownloadSingleInitiationResponse initiateDownloadSingle(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType,
        @PathVariable(""businessObjectFormatVersion"") Integer businessObjectFormatVersion, @PathVariable(""partitionValue"") String partitionValue,
        @PathVariable(""businessObjectDataVersion"") Integer businessObjectDataVersion)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ab77e040b8109da44bd5,42949039,error,True,initiateDownloadSingleSampleFile,"@RequestMapping(value = ""/download/businessObjectDefinitionSampleDataFile/single/initiation"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_DOWNLOAD_BUSINESS_OBJECT_DEFINITION_SAMPLE_DATA_FILE_POST) public DownloadBusinessObjectDefinitionSampleDataFileSingleInitiationResponse initiateDownloadSingleSampleFile(
        @RequestBody DownloadBusinessObjectDefinitionSampleDataFileSingleInitiationRequest downloadBusinesObjectDefinitionSingleInitiationRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3a10497653a5568c166b,42949039,error,True,initiateUploadSampleFile,"@RequestMapping(value = ""/upload/businessObjectDefinitionSampleDataFile/initiation"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_UPLOAD_BUSINESS_OBJECT_DEFINITION_SAMPLE_DATA_FILE_POST) public UploadBusinessObjectDefinitionSampleDataFileInitiationResponse initiateUploadSampleFile(
        @RequestBody UploadBusinessObjectDefinitionSampleDataFileInitiationRequest uploadBusinessObjectDefinitionSampleDataFileInitiationRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ec1543d5445541c6c4d2,42949039,error,True,initiateUploadSingle,"@RequestMapping(value = ""/upload/single/initiation"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_UPLOAD_POST) public UploadSingleInitiationResponse initiateUploadSingle(@RequestBody UploadSingleInitiationRequest uploadSingleInitiationRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_1e89db00b2581ec999a2,42949039,error,True,doFilter,"@Override @SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST"", justification = ""The ServletRequest is cast to an HttpServletRequest which is always the case since all requests use the HTTP protocol."") public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3def3d5cdd394e6ff3b4,42949039,error,True,initiateDownloadSingleBusinessObjectDataStorageFile,"@RequestMapping(value = ""/download/businessObjectDataStorageFile/single/initiation"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_DOWNLOAD_BUSINESS_OBJECT_DATA_STORAGE_FILE_POST) public DownloadBusinessObjectDataStorageFileSingleInitiationResponse initiateDownloadSingleBusinessObjectDataStorageFile(
        @RequestBody DownloadBusinessObjectDataStorageFileSingleInitiationRequest downloadBusinessObjectDataStorageFileSingleInitiationRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e3dcc62944141017ddff,42949039,error,True,createExternalInterface,"@RequestMapping(value = EXTERNAL_INTERFACE_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_EXTERNAL_INTERFACES_POST) public ExternalInterface createExternalInterface(@RequestBody ExternalInterfaceCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b86bca69a3e69511c5c5,42949039,error,True,deleteExternalInterface,"@RequestMapping(value = EXTERNAL_INTERFACE_URI_PREFIX + ""/{externalInterfaceName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_EXTERNAL_INTERFACES_DELETE) public ExternalInterface deleteExternalInterface(@PathVariable(""externalInterfaceName"") String externalInterfaceName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_317fe9c433774f441644,42949039,error,True,getExternalInterface,"@RequestMapping(value = EXTERNAL_INTERFACE_URI_PREFIX + ""/{externalInterfaceName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_EXTERNAL_INTERFACES_GET) public ExternalInterface getExternalInterface(@PathVariable(""externalInterfaceName"") String externalInterfaceName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_821566d002d93563a73d,42949039,error,True,getExternalInterfaces,"@RequestMapping(value = EXTERNAL_INTERFACE_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_EXTERNAL_INTERFACES_ALL_GET) public ExternalInterfaceKeys getExternalInterfaces()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_86ca75ecbe1168d5990b,42949039,error,True,updateExternalInterface,"@RequestMapping(value = EXTERNAL_INTERFACE_URI_PREFIX + ""/{externalInterfaceName}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_EXTERNAL_INTERFACES_PUT) public ExternalInterface updateExternalInterface(@PathVariable(""externalInterfaceName"") String externalInterfaceName,
        @RequestBody ExternalInterfaceUpdateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_ba126ce169e7d3a469cd,42949039,error,True,createEmrClusterDefinition,"@RequestMapping(value = EMR_CLUSTER_DEFINITIONS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_EMR_CLUSTER_DEFINITIONS_POST) public EmrClusterDefinitionInformation createEmrClusterDefinition(@RequestBody EmrClusterDefinitionCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_dfe71e873dbf630c445c,42949039,error,True,deleteEmrClusterDefinition,"@RequestMapping(value = EMR_CLUSTER_DEFINITIONS_URI_PREFIX + ""/namespaces/{namespace}/emrClusterDefinitionNames/{emrClusterDefinitionName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_EMR_CLUSTER_DEFINITIONS_DELETE) public EmrClusterDefinitionInformation deleteEmrClusterDefinition(@PathVariable(""namespace"") String namespace,
        @PathVariable(""emrClusterDefinitionName"") String emrClusterDefinitionName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4d1e290d9d7342b30335,42949039,error,True,deletePartitionKeyGroup,"@RequestMapping(value = PARTITION_KEY_GROUPS_URI_PREFIX + ""/{partitionKeyGroupName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_PARTITION_KEY_GROUPS_DELETE) public PartitionKeyGroup deletePartitionKeyGroup(@PathVariable(""partitionKeyGroupName"") String partitionKeyGroupName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_35c89aa7f11d11310926,42949039,error,True,getPartitionKeyGroup,"@RequestMapping(value = PARTITION_KEY_GROUPS_URI_PREFIX + ""/{partitionKeyGroupName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_PARTITION_KEY_GROUPS_GET) public PartitionKeyGroup getPartitionKeyGroup(@PathVariable(""partitionKeyGroupName"") String partitionKeyGroupName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_11ccef51c0e31bfae5cd,42949039,error,True,getPartitionKeyGroups,"@RequestMapping(value = PARTITION_KEY_GROUPS_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_PARTITION_KEY_GROUPS_ALL_GET) public PartitionKeyGroupKeys getPartitionKeyGroups()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4df90fcaffbe8b456cc1,42949039,error,True,createBusinessObjectDefinitionTag,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_TAGS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_TAGS_POST) public BusinessObjectDefinitionTag createBusinessObjectDefinitionTag(@RequestBody BusinessObjectDefinitionTagCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6cb2b503ef485c30e991,42949039,error,True,deleteBusinessObjectDefinitionTag,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_TAGS_URI_PREFIX + ""/namespaces/{namespace}"" + ""/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/tagTypes/{tagTypeCode}"" + ""/tagCodes/{tagCode}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_TAGS_DELETE) public BusinessObjectDefinitionTag deleteBusinessObjectDefinitionTag(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName, @PathVariable(""tagTypeCode"") String tagTypeCode,
        @PathVariable(""tagCode"") String tagCode)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c8e150baab7970839d76,42949039,error,True,getBusinessObjectDefinitionTagsByBusinessObjectDefinition,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_TAGS_URI_PREFIX + ""/namespaces/{namespace}"" + ""/businessObjectDefinitionNames/{businessObjectDefinitionName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_TAGS_BY_BUSINESS_OBJECT_DEFINITION_GET) public BusinessObjectDefinitionTagKeys getBusinessObjectDefinitionTagsByBusinessObjectDefinition(@PathVariable(value = ""namespace"") String namespace,
        @PathVariable(value = ""businessObjectDefinitionName"") String businessObjectDefinitionName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f396b9d0ce3cae7c0684,42949039,error,True,getBusinessObjectDefinitionTagsByTag,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_TAGS_URI_PREFIX + ""/tagTypes/{tagTypeCode}"" + ""/tagCodes/{tagCode}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_TAGS_BY_TAG_GET) public BusinessObjectDefinitionTagKeys getBusinessObjectDefinitionTagsByTag(@PathVariable(value = ""tagTypeCode"") String tagTypeCode,
        @PathVariable(value = ""tagCode"") String tagCode)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_58e7ac5ef66f82c22079,42949039,error,True,createDataProvider,"@RequestMapping(value = ""/dataProviders"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_DATA_PROVIDERS_POST) public DataProvider createDataProvider(@RequestBody DataProviderCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_bcac71e066c5c2a40247,42949039,error,True,doFilter,"@Override @SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST"", justification = ""The ServletRequest is cast to an HttpServletRequest which is always the case since all requests use the HTTP protocol."") public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_800e7df040e74918e924,42949039,error,True,deleteDataProvider,"@RequestMapping(value = ""/dataProviders/{dataProviderName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_DATA_PROVIDERS_DELETE) public DataProvider deleteDataProvider(@PathVariable(""dataProviderName"") String dataProviderName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_66da62384d7988ec45d7,42949039,error,True,getDataProvider,"@RequestMapping(value = ""/dataProviders/{dataProviderName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_DATA_PROVIDERS_GET) public DataProvider getDataProvider(@PathVariable(""dataProviderName"") String dataProviderName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a9aa27286d5336c1581b,42949039,error,True,getDataProviders,"@RequestMapping(value = ""/dataProviders"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_DATA_PROVIDERS_ALL_GET) public DataProviderKeys getDataProviders()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_0a27d8abdb75b4b3fa27,42949039,error,True,getStoragePlatform,"@RequestMapping(value = ""/storagePlatforms/{name}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_STORAGE_PLATFORMS_GET) public StoragePlatform getStoragePlatform(@PathVariable(""name"") String name)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f1b54c60b8b8fc893fc0,42949039,error,True,getStoragePlatform,"@RequestMapping(value = ""/storagePlatforms/{name}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_STORAGE_PLATFORMS_GET) public StoragePlatform getStoragePlatform(@PathVariable(""name"") String name)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_0baeefc41115a4f109b4,42949039,error,True,getStoragePlatforms,"@RequestMapping(value = ""/storagePlatforms"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_STORAGE_PLATFORMS_ALL_GET) public StoragePlatforms getStoragePlatforms()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_af88b832a7afd3324f6a,42949039,error,True,getBusinessObjectFormatExternalInterface,"@RequestMapping(value = BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACE_DESCRIPTIVE_INFORMATION_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}/businessObjectFormatUsages/{businessObjectFormatUsage}"" + ""/businessObjectFormatFileTypes/{businessObjectFormatFileType}/externalInterfaceNames/{externalInterfaceName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACE_DESCRIPTIVE_INFORMATION_GET) public BusinessObjectFormatExternalInterfaceDescriptiveInformation getBusinessObjectFormatExternalInterface(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType, @PathVariable(""externalInterfaceName"") String externalInterfaceName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5fbe90cc6a1b3d4d1a9c,42949039,error,True,createSecurityRole,"@RequestMapping(value = SECURITY_ROLES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_SECURITY_ROLES_POST) public SecurityRole createSecurityRole(@RequestBody SecurityRoleCreateRequest securityRoleCreateRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_2bcf684927c9633ec630,42949039,error,True,deleteSecurityRole,"@RequestMapping(value = SECURITY_ROLES_URI_PREFIX + ""/{securityRoleName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_SECURITY_ROLES_DELETE) public SecurityRole deleteSecurityRole(@PathVariable(""securityRoleName"") String securityRoleName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_cbfb900f3bcfa98b2e3a,42949039,error,True,getSecurityRole,"@RequestMapping(value = SECURITY_ROLES_URI_PREFIX + ""/{securityRoleName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_SECURITY_ROLES_GET) public SecurityRole getSecurityRole(@PathVariable(""securityRoleName"") String securityRoleName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5a34ebd1fdb92bea56cf,42949039,error,True,doFilter,"@Override @SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST"", justification = ""The ServletRequest is cast to an HttpServletRequest which is always the case since all requests use the HTTP protocol."") public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_2883b211682033561548,42949039,error,True,getSecurityRoles,"@RequestMapping(value = SECURITY_ROLES_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_SECURITY_ROLES_ALL_GET) public SecurityRoleKeys getSecurityRoles()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_77315e5f1828e01ca451,42949039,error,True,updateSecurityRole,"@RequestMapping(value = SECURITY_ROLES_URI_PREFIX + ""/{securityRoleName}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_SECURITY_ROLES_PUT) public SecurityRole updateSecurityRole(@PathVariable(""securityRoleName"") String securityRoleName,
        @RequestBody SecurityRoleUpdateRequest securityRoleUpdateRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6c7b2690a4a8da8c46f9,42949039,error,True,getConfigurationEntry,"@RequestMapping(value = CONFIGURATION_ENTRIES_URI_PREFIX + ""/{configurationEntryKey}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_CONFIGURATION_ENTRIES_GET) public ConfigurationEntry getConfigurationEntry(@PathVariable(""configurationEntryKey"") String configurationEntryKey)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_92b638a48ea1b40b8288,42949039,error,True,getConfigurationEntries,"@RequestMapping(value = CONFIGURATION_ENTRIES_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_CONFIGURATION_ENTRIES_ALL_GET) public ConfigurationEntryKeys getConfigurationEntries()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_21a81102e78f470f4c4c,42949039,error,True,createCustomDdl,"@RequestMapping(value = CUSTOM_DDLS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_CUSTOM_DDLS_POST) public CustomDdl createCustomDdl(@RequestBody CustomDdlCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5cfe1fc6a05ffdf02f75,42949039,error,True,deleteCustomDdl,"@RequestMapping(value = CUSTOM_DDLS_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/businessObjectFormatUsages/{businessObjectFormatUsage}/businessObjectFormatFileTypes/{businessObjectFormatFileType}"" + ""/businessObjectFormatVersions/{businessObjectFormatVersion}/customDdlNames/{customDdlName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_CUSTOM_DDLS_DELETE) public CustomDdl deleteCustomDdl(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType,
        @PathVariable(""businessObjectFormatVersion"") Integer businessObjectFormatVersion, @PathVariable(""customDdlName"") String customDdlName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_73834ab6f84495c5a488,42949039,error,True,getCustomDdl,"@RequestMapping(value = CUSTOM_DDLS_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/businessObjectFormatUsages/{businessObjectFormatUsage}/businessObjectFormatFileTypes/{businessObjectFormatFileType}"" + ""/businessObjectFormatVersions/{businessObjectFormatVersion}/customDdlNames/{customDdlName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_CUSTOM_DDLS_GET) public CustomDdl getCustomDdl(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType,
        @PathVariable(""businessObjectFormatVersion"") Integer businessObjectFormatVersion, @PathVariable(""customDdlName"") String customDdlName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_992d963caf6cf81f850b,42949039,error,True,getCustomDdls,"@RequestMapping(value = CUSTOM_DDLS_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/businessObjectFormatUsages/{businessObjectFormatUsage}/businessObjectFormatFileTypes/{businessObjectFormatFileType}"" + ""/businessObjectFormatVersions/{businessObjectFormatVersion}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_CUSTOM_DDLS_ALL_GET) public CustomDdlKeys getCustomDdls(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType,
        @PathVariable(""businessObjectFormatVersion"") Integer businessObjectFormatVersion)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_276c6ad4ba458d7219fa,42949039,error,True,updateCustomDdl,"@RequestMapping(value = CUSTOM_DDLS_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"" + ""/businessObjectFormatUsages/{businessObjectFormatUsage}/businessObjectFormatFileTypes/{businessObjectFormatFileType}"" + ""/businessObjectFormatVersions/{businessObjectFormatVersion}/customDdlNames/{customDdlName}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_CUSTOM_DDLS_PUT) public CustomDdl updateCustomDdl(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType,
        @PathVariable(""businessObjectFormatVersion"") Integer businessObjectFormatVersion, @PathVariable(""customDdlName"") String customDdlName,
        @RequestBody CustomDdlUpdateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_cc3e8b72f917e8253745,42949039,error,True,createSearchIndexValidation,"@RequestMapping(value = SEARCH_INDEX_VALIDATION_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_SEARCH_INDEXES_VALIDATION_POST) public SearchIndexValidation createSearchIndexValidation(@RequestBody SearchIndexValidationCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f409a2c6fbc29341f2d5,42949039,error,True,doFilter,"@Override @SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST"", justification = ""The ServletRequest is cast to an HttpServletRequest which is always the case since all requests use the HTTP protocol."") public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5f623703897846f0e002,42949039,error,True,createExpectedPartitionValues,"@RequestMapping(value = EXPECTED_PARTITION_VALUES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_EXPECTED_PARTITION_VALUES_POST) public ExpectedPartitionValuesInformation createExpectedPartitionValues(@RequestBody ExpectedPartitionValuesCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
